Bug_ID,Video_Link
1615220,https://bugzilla.mozilla.org/attachment.cgi?id=9126350
1615220,https://bugzilla.mozilla.org/attachment.cgi?id=9126351
1616260,https://bugzilla.mozilla.org/attachment.cgi?id=9127269
1616523,https://bugzilla.mozilla.org/attachment.cgi?id=9127507
1616523,https://bugzilla.mozilla.org/attachment.cgi?id=9127510
1616586,https://bugzilla.mozilla.org/attachment.cgi?id=9127576
1616779,https://bugzilla.mozilla.org/attachment.cgi?id=9127782
1616787,https://bugzilla.mozilla.org/attachment.cgi?id=9127787
1617473,https://bugzilla.mozilla.org/attachment.cgi?id=9128396
1617473,https://bugzilla.mozilla.org/attachment.cgi?id=9128397
1617843,https://bugzilla.mozilla.org/attachment.cgi?id=9128736
1618221,https://bugzilla.mozilla.org/attachment.cgi?id=9129163
1618534,https://bugzilla.mozilla.org/attachment.cgi?id=9129491
1618899,https://bugzilla.mozilla.org/attachment.cgi?id=9136230
1622295,https://bugzilla.mozilla.org/attachment.cgi?id=9133212
1625979,https://bugzilla.mozilla.org/attachment.cgi?id=9138052
1626426,https://bugzilla.mozilla.org/attachment.cgi?id=9137278
1626579,https://bugzilla.mozilla.org/attachment.cgi?id=9137412
1626599,https://bugzilla.mozilla.org/attachment.cgi?id=9137434
1627651,https://bugzilla.mozilla.org/attachment.cgi?id=9138507
1627658,https://bugzilla.mozilla.org/attachment.cgi?id=9138514
1629546,https://bugzilla.mozilla.org/attachment.cgi?id=9140134
1630191,https://bugzilla.mozilla.org/attachment.cgi?id=9140695
1630194,https://bugzilla.mozilla.org/attachment.cgi?id=9140701
1630194,https://bugzilla.mozilla.org/attachment.cgi?id=9141973
1630556,https://bugzilla.mozilla.org/attachment.cgi?id=9140967
1630614,https://bugzilla.mozilla.org/attachment.cgi?id=9141001
1631730,https://bugzilla.mozilla.org/attachment.cgi?id=9142010
1631733,https://bugzilla.mozilla.org/attachment.cgi?id=9142007
1632077,https://bugzilla.mozilla.org/attachment.cgi?id=9142291
1632785,https://bugzilla.mozilla.org/attachment.cgi?id=9143010
1632810,https://bugzilla.mozilla.org/attachment.cgi?id=9143057
1633272,https://bugzilla.mozilla.org/attachment.cgi?id=9154787
1633307,https://bugzilla.mozilla.org/attachment.cgi?id=9148274
1633351,https://bugzilla.mozilla.org/attachment.cgi?id=9143559
1633351,https://bugzilla.mozilla.org/attachment.cgi?id=9143617
1633383,https://bugzilla.mozilla.org/attachment.cgi?id=9143620
1633684,https://bugzilla.mozilla.org/attachment.cgi?id=9143893
1633706,https://bugzilla.mozilla.org/attachment.cgi?id=9143919
1636001,https://bugzilla.mozilla.org/attachment.cgi?id=9146374
1636897,https://bugzilla.mozilla.org/attachment.cgi?id=9147217
1636968,https://bugzilla.mozilla.org/attachment.cgi?id=9147277
1637187,https://bugzilla.mozilla.org/attachment.cgi?id=9147551
1638297,https://bugzilla.mozilla.org/attachment.cgi?id=9149348
1638843,https://bugzilla.mozilla.org/attachment.cgi?id=9149854
1638843,https://bugzilla.mozilla.org/attachment.cgi?id=9149857
1639737,https://bugzilla.mozilla.org/attachment.cgi?id=9150631
1639738,https://bugzilla.mozilla.org/attachment.cgi?id=9150632
1640508,https://bugzilla.mozilla.org/attachment.cgi?id=9151365
1640838,https://bugzilla.mozilla.org/attachment.cgi?id=9151682
1642059,https://bugzilla.mozilla.org/attachment.cgi?id=9158098
1642059,https://bugzilla.mozilla.org/attachment.cgi?id=9158104
1642059,https://bugzilla.mozilla.org/attachment.cgi?id=9160013
1642060,https://bugzilla.mozilla.org/attachment.cgi?id=9154538
1642060,https://bugzilla.mozilla.org/attachment.cgi?id=9166224
1645733,https://bugzilla.mozilla.org/attachment.cgi?id=9156622
1645735,https://bugzilla.mozilla.org/attachment.cgi?id=9156626
1645735,https://bugzilla.mozilla.org/attachment.cgi?id=9161896
1645736,https://bugzilla.mozilla.org/attachment.cgi?id=9156627
1645737,https://bugzilla.mozilla.org/attachment.cgi?id=9156630
1645738,https://bugzilla.mozilla.org/attachment.cgi?id=9156638
1645772,https://bugzilla.mozilla.org/attachment.cgi?id=9156675
1646531,https://bugzilla.mozilla.org/attachment.cgi?id=9160638
1647381,https://bugzilla.mozilla.org/attachment.cgi?id=9158285
1647381,https://bugzilla.mozilla.org/attachment.cgi?id=9158286
1647652,https://bugzilla.mozilla.org/attachment.cgi?id=9158449
1647934,https://bugzilla.mozilla.org/attachment.cgi?id=9178187
1648551,https://bugzilla.mozilla.org/attachment.cgi?id=9166227
1650961,https://bugzilla.mozilla.org/attachment.cgi?id=9163703
1651123,https://bugzilla.mozilla.org/attachment.cgi?id=9168482
1651572,https://bugzilla.mozilla.org/attachment.cgi?id=9162666
1651572,https://bugzilla.mozilla.org/attachment.cgi?id=9162670
1651945,https://bugzilla.mozilla.org/attachment.cgi?id=9162731
1651945,https://bugzilla.mozilla.org/attachment.cgi?id=9162732
1652715,https://bugzilla.mozilla.org/attachment.cgi?id=9163461
1652715,https://bugzilla.mozilla.org/attachment.cgi?id=9163748
1652715,https://bugzilla.mozilla.org/attachment.cgi?id=9165901
1652716,https://bugzilla.mozilla.org/attachment.cgi?id=9163464
1652720,https://bugzilla.mozilla.org/attachment.cgi?id=9163466
1652720,https://bugzilla.mozilla.org/attachment.cgi?id=9163993
1652720,https://bugzilla.mozilla.org/attachment.cgi?id=9163994
1652747,https://bugzilla.mozilla.org/attachment.cgi?id=9163486
1653542,https://bugzilla.mozilla.org/attachment.cgi?id=9164300
1653856,https://bugzilla.mozilla.org/attachment.cgi?id=9164706
1653856,https://bugzilla.mozilla.org/attachment.cgi?id=9165890
1653915,https://bugzilla.mozilla.org/attachment.cgi?id=9164653
1653945,https://bugzilla.mozilla.org/attachment.cgi?id=9164664
1653971,https://bugzilla.mozilla.org/attachment.cgi?id=9164703
1654466,https://bugzilla.mozilla.org/attachment.cgi?id=9165293
1654508,https://bugzilla.mozilla.org/attachment.cgi?id=9165348
1655010,https://bugzilla.mozilla.org/attachment.cgi?id=9165864
